Gender,Age,Interest/Hobby,Gift Recommendation
Female,42,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,42,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,42,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Female,42,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,42,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,43,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,43,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Female,43,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,43,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,43,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,43,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Female,43,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,43,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,44,Cooking,"Espresso Machine, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,44,Fashion,"Elegant Jewelry Set, Wallet, Watch, Sunglasses, Backpack"
Female,44,Fitness,"Adjustable Dumbbells, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,44,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,44,Photography,"Lens Cleaning Kit, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,44,Reading,"Leather-bound Classic Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,44,Technology,"Smart Home Assistant, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,44,Travel,"Hardshell Travel Luggage, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,45,Cooking,"Cast Iron Skillet, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,45,Fashion,"Leather Briefcase, Wallet, Watch, Sunglasses, Backpack"
Female,45,Fitness,"Smart Fitness Band, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,45,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,45,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,45,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Female,45,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,45,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,46,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,46,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Female,46,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,46,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,46,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,46,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Female,46,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,46,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,47,Cooking,"Espresso Machine, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,47,Fashion,"Elegant Jewelry Set, Wallet, Watch, Sunglasses, Backpack"
Female,47,Fitness,"Adjustable Dumbbells, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,47,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,47,Photography,"Lens Cleaning Kit, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,47,Reading,"Leather-bound Classic Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,47,Technology,"Smart Home Assistant, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,47,Travel,"Hardshell Travel Luggage, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,48,Cooking,"Cast Iron Skillet, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,48,Fashion,"Leather Briefcase, Wallet, Watch, Sunglasses, Backpack"
Female,48,Fitness,"Smart Fitness Band, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,48,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,48,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,48,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Female,48,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,48,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,49,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,49,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Female,49,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,49,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,49,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,49,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Female,49,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,49,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,50,Cooking,"Espresso Machine, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,50,Fashion,"Elegant Jewelry Set, Wallet, Watch, Sunglasses, Backpack"
Female,50,Fitness,"Adjustable Dumbbells, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,50,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,50,Photography,"Lens Cleaning Kit, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,50,Reading,"Leather-bound Classic Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,50,Technology,"Smart Home Assistant, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,50,Travel,"Hardshell Travel Luggage, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,51,Cooking,"Cast Iron Skillet, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,51,Fashion,"Leather Briefcase, Wallet, Watch, Sunglasses, Backpack"
Female,51,Fitness,"Smart Fitness Band, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,51,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,51,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,51,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Female,51,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,51,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,52,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,52,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Female,52,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,52,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,52,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,52,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Female,52,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,52,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,53,Cooking,"Espresso Machine, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,53,Fashion,"Elegant Jewelry Set, Wallet, Watch, Sunglasses, Backpack"
Female,53,Fitness,"Adjustable Dumbbells, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,53,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,53,Photography,"Lens Cleaning Kit, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,53,Reading,"Leather-bound Classic Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,53,Technology,"Smart Home Assistant, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,53,Travel,"Hardshell Travel Luggage, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,54,Cooking,"Cast Iron Skillet, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,54,Fashion,"Leather Briefcase, Wallet, Watch, Sunglasses, Backpack"
Female,54,Fitness,"Smart Fitness Band, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,54,Gardening,"Smart Indoor Herb Garden, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,54,Photography,"Camera Tripod, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,54,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Female,54,Technology,"Wireless Charging Station, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,54,Travel,"Noise Canceling Headphones, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,55,Cooking,"Air Fryer, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,55,Fashion,"Premium Handbag, Wallet, Watch, Sunglasses, Backpack"
Female,55,Fitness,"Yoga Mat & Roller Set, Resistance Band, Gym Bottle, Yoga Mat, Towel"
Female,55,Gardening,"Ergonomic Gardening Tools, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,55,Photography,"Professional Camera Bag, Photo Album, Tripod, Lens Cloth, Camera Strap"
Female,55,Reading,"Kindle Paperwhite, Bookmark Set, Novel, Book Light, Book Cover"
Female,55,Technology,"Tablet Device, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,55,Travel,"Travel Neck Pillow Kit, Travel Pouch, Luggage Tag, Neck Pillow, Water Bottle"
Female,56,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,56,Cooking,"Engraved Wooden Cutting Board, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,56,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,56,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,56,Reading,"Large Print Novel Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,56,Technology,"Tablet with Stand, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,57,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,57,Cooking,"Premium Olive Oil Set, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,57,Gardening,"Raised Garden Bed Planter, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,57,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,57,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Female,57,Technology,"Key Finder Bluetooth Tracker, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,58,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,58,Cooking,"Electric Wine Opener, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,58,Gardening,"Heavy-Duty Garden Kneeler, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,58,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,58,Reading,"Magnifying Reading Glass, Bookmark Set, Novel, Book Light, Book Cover"
Female,58,Technology,"Digital Photo Frame, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,59,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,59,Cooking,"Engraved Wooden Cutting Board, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,59,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,59,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,59,Reading,"Large Print Novel Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,59,Technology,"Tablet with Stand, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,60,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,60,Cooking,"Premium Olive Oil Set, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,60,Gardening,"Raised Garden Bed Planter, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,60,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,60,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Female,60,Technology,"Key Finder Bluetooth Tracker, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,61,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,61,Cooking,"Electric Wine Opener, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,61,Gardening,"Heavy-Duty Garden Kneeler, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,61,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,61,Reading,"Magnifying Reading Glass, Bookmark Set, Novel, Book Light, Book Cover"
Female,61,Technology,"Digital Photo Frame, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,62,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,62,Cooking,"Engraved Wooden Cutting Board, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,62,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,62,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,62,Reading,"Large Print Novel Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,62,Technology,"Tablet with Stand, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,63,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,63,Cooking,"Premium Olive Oil Set, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,63,Gardening,"Raised Garden Bed Planter, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,63,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,63,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Female,63,Technology,"Key Finder Bluetooth Tracker, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,64,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,64,Cooking,"Electric Wine Opener, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,64,Gardening,"Heavy-Duty Garden Kneeler, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,64,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,64,Reading,"Magnifying Reading Glass, Bookmark Set, Novel, Book Light, Book Cover"
Female,64,Technology,"Digital Photo Frame, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,65,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,65,Cooking,"Engraved Wooden Cutting Board, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,65,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,65,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,65,Reading,"Large Print Novel Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,65,Technology,"Tablet with Stand, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,66,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,66,Cooking,"Premium Olive Oil Set, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,66,Gardening,"Raised Garden Bed Planter, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,66,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,66,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Female,66,Technology,"Key Finder Bluetooth Tracker, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,67,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,67,Cooking,"Electric Wine Opener, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,67,Gardening,"Heavy-Duty Garden Kneeler, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,67,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,67,Reading,"Magnifying Reading Glass, Bookmark Set, Novel, Book Light, Book Cover"
Female,67,Technology,"Digital Photo Frame, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,68,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,68,Cooking,"Engraved Wooden Cutting Board, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,68,Gardening,"Gardening Kit, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,68,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,68,Reading,"Large Print Novel Book, Bookmark Set, Novel, Book Light, Book Cover"
Female,68,Technology,"Tablet with Stand, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,69,Art,"Adult Coloring Book & Pencil Set, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,69,Cooking,"Premium Olive Oil Set, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,69,Gardening,"Raised Garden Bed Planter, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,69,Music,"Classic Vinyl Record Compilation, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,69,Reading,"Book Collection, Bookmark Set, Novel, Book Light, Book Cover"
Female,69,Technology,"Key Finder Bluetooth Tracker, USB Drive, Phone Stand, Power Bank, Cable Organizer"
Female,70,Art,"Watercolor Paint Kit, Paint Set, Canvas Pad, Brush Kit, Craft Box"
Female,70,Cooking,"Electric Wine Opener, Recipe Book, Apron, Spice Set, Kitchen Towels"
Female,70,Gardening,"Heavy-Duty Garden Kneeler, Plant Pot, Garden Gloves, Watering Can, Seed Kit"
Female,70,Music,"TV Soundbar Upgrade, Headphones, Music Book, Tambourine, Bluetooth Speaker"
Female,70,Reading,"Magnifying Reading Glass, Bookmark Set, Novel, Book Light, Book Cover"
Female,70,Technology,"Digital Photo Frame, USB Drive, Phone Stand, Power Bank, Cable Organizer"
